YYYYMM,Long_ACCRUAL_ADJ,Short_ACCRUAL_ADJ,Spread_ACCRUAL_ADJ,Long_ASSET_GROWTH,Short_ASSET_GROWTH,Spread_ASSET_GROWTH,Long_COMPOSITE_ISSUE,Short_COMPOSITE_ISSUE,Spread_COMPOSITE_ISSUE,Long_DISTRESS,Short_DISTRESS,Spread_DISTRESS,Long_GP_ADJ,Short_GP_ADJ,Spread_GP_ADJ,Long_INVASSET,Short_INVASSET,Spread_INVASSET,Long_MOMENTUM,Short_MOMENTUM,Spread_MOMENTUM,Long_NOA,Short_NOA,Spread_NOA,Long_OSCORE,Short_OSCORE,Spread_OSCORE,Long_ROA,Short_ROA,Spread_ROA,Long_STOCK_ISSUE,Short_STOCK_ISSUE,Spread_STOCK_ISSUE
199002,0.049211,0.048184,0.001026679,0.023192,0.022795,0.000397339,0.014829,0.030349,-0.015519105,0.014747,0.029469,-0.014721126,-0.002566,0.030936,-0.03350197,0.029668,0.030562,-0.000893935,0.014445,0.043928,-0.029483323,0.027157,0.022706,0.004451482,0.013284,0.024912,-0.011628153,0.004309,0.012288,-0.007978969,0.012953,0.030637,-0.017684497
199003,0.052712,0.034062,0.018650281,0.028447,0.039132,-0.010684522,0.013134,0.013132,1.91E-06,0.040823,-0.002365,0.043188611,0.046655,-0.015216,0.061871201,0.01088,0.040929,-0.030048778,0.041005,0.016243,0.024761811,-0.009488,0.035746,-0.045233326,0.034534,0.009635,0.024898832,0.048649,0.004109,0.044539902,0.028826,0.00485,0.023976471
199004,-0.032046,-0.032865,0.000819134,-0.036058,-0.018221,-0.017837867,-0.036008,-0.016301,-0.019706535,-0.016753,-0.064204,0.047451085,0.0112,-0.050335,0.061535125,-0.051329,-0.013987,-0.037341513,-0.023491,-0.063123,0.039632346,-0.044972,-0.016987,-0.027984943,0.003343,-0.050597,0.053939289,-0.008518,-0.02499,0.016472397,-0.020446,-0.027251,0.006804995
199005,0.086754,0.13184,-0.045086076,0.07538,0.108628,-0.033247854,0.077267,0.103886,-0.026619503,0.1188,0.100665,0.0181348,0.11656,0.093543,0.023017601,0.073187,0.116187,-0.043000728,0.134068,0.060177,0.073891559,0.090792,0.103943,-0.013151171,0.110376,0.072812,0.03756378,0.130247,0.091773,0.038474347,0.089687,0.096584,-0.006896722
199006,-0.025045,0.015168,-0.040212934,-0.006077,0.005718,-0.011795174,-0.010663,0.000012,-0.01067476,0.018495,-0.040903,0.059398215,0.028829,-0.032191,0.061020066,-0.019456,0.025275,-0.04473107,0.01508,-0.041337,0.056416482,-0.022729,-0.000601,-0.022128075,0.02082,-0.004895,0.025715459,0.028617,-0.006056,0.034673373,-0.004912,-0.001304,-0.003607862
199007,-0.014487,-0.055676,0.041188537,0.004223,-0.045871,0.050094246,0.023072,-0.051074,0.074146252,-0.009213,-0.080642,0.071428673,-0.010675,-0.050532,0.039856417,0.017803,-0.014759,0.032562423,-0.016604,-0.089481,0.07287667,-0.05001,-0.042707,-0.007302698,-0.009189,-0.037589,0.028400874,0.000132,-0.050868,0.050999347,0.002555,-0.031824,0.034378687
199008,-0.099756,-0.152601,0.052844967,-0.097805,-0.104683,0.006878204,-0.088982,-0.103105,0.014123043,-0.088645,-0.12791,0.039265289,-0.092105,-0.107105,0.015000177,-0.064654,-0.106823,0.042168666,-0.105602,-0.143419,0.037817289,-0.114074,-0.124288,0.010214076,-0.098144,-0.127115,0.02897143,-0.091423,-0.125542,0.034118412,-0.087503,-0.107042,0.01953961
199009,-0.039409,-0.09917,0.059761388,-0.06851,-0.087553,0.019043462,-0.07153,-0.090931,0.019401337,-0.044495,-0.148866,0.104370992,-0.064463,-0.124413,0.059949427,-0.070322,-0.081737,0.011414324,-0.065417,-0.133477,0.068060026,-0.119315,-0.100053,-0.019262555,-0.054153,-0.086555,0.03240241,-0.057624,-0.09471,0.03708608,-0.047082,-0.10118,0.054098411
199010,-0.043827,-0.044386,0.00055941,-0.047477,-0.026388,-0.021089337,-0.042187,-0.048819,0.006632182,-0.008844,-0.099955,0.091111659,0.003228,-0.084325,0.087552902,-0.026313,-0.016601,-0.00971251,-0.003599,-0.085329,0.081730454,-0.078458,-0.044944,-0.033513995,-0.009005,-0.065378,0.056373447,0.016562,-0.042664,0.059225408,-0.007544,-0.03203,0.024486402
199011,0.061123,0.108629,-0.047506499,0.07171,0.113111,-0.041400975,0.078429,0.123382,-0.044953049,0.063491,0.174031,-0.11053965,0.105717,0.157073,-0.051355886,0.035886,0.083988,-0.048102551,0.050023,0.159394,-0.109370983,0.144714,0.08937,0.055343044,0.096942,0.086843,0.010098799,0.090379,0.069045,0.021334237,0.069158,0.102785,-0.033626792
199012,0.047073,0.049108,-0.002034668,0.01934,0.050013,-0.030673083,0.031922,0.048657,-0.016735039,0.035166,0.037975,-0.002809309,0.049258,0.056332,-0.007073221,0.035205,0.039241,-0.004035915,0.023741,0.036948,-0.013207146,0.056805,0.060788,-0.003982711,0.044471,0.042011,0.002459381,0.043755,0.010467,0.033288472,0.026318,0.04018,-0.013862318
199101,0.037983,0.122981,-0.084997503,0.046763,0.114643,-0.067880346,0.054695,0.075359,-0.020663969,0.065328,0.103598,-0.038269814,0.069864,0.073892,-0.004028213,0.022112,0.090631,-0.068518446,0.065668,0.117957,-0.052289617,0.085329,0.071924,0.013405357,0.06751,0.050537,0.01697343,0.059673,0.065664,-0.005990715,0.045583,0.0419,0.003683339
199102,0.065437,0.079269,-0.013831924,0.090291,0.09801,-0.007719009,0.080326,0.098432,-0.018106419,0.073006,0.136164,-0.063157814,0.089837,0.10847,-0.01863326,0.087096,0.071006,0.016090011,0.092802,0.149621,-0.056818456,0.105096,0.080143,0.024952683,0.074441,0.11732,-0.042879168,0.079207,0.083997,-0.004790123,0.070085,0.086779,-0.016694206
199103,0.034104,0.054728,-0.020623785,0.033044,0.038765,-0.005720524,0.029914,0.057546,-0.027632064,0.050188,0.029963,0.020225032,0.065903,0.052348,0.013554545,0.019043,0.046114,-0.027071454,0.06418,0.050252,0.01392742,0.063337,0.0316,0.031736406,0.024712,0.063135,-0.038423902,0.043476,0.024837,0.018638771,0.022284,0.053343,-0.031058595
199104,-0.014963,-0.024076,0.009113318,-0.021599,-0.014739,-0.006860349,0.009717,0.004983,0.004734033,-0.014925,0.005562,-0.020487103,-0.006256,0.030276,-0.036531466,0.012692,-0.003125,0.015816908,-0.015942,0.016195,-0.032136784,0.023073,0.003855,0.019218553,-0.003808,-0.013207,0.009399244,-0.007643,-0.009866,0.002222889,0.002883,0.000337,0.002546439
199105,0.051316,0.051112,0.000204131,0.066348,0.051063,0.01528566,0.04108,0.046322,-0.005241181,0.049239,0.086897,-0.037657935,0.04901,0.041497,0.007512422,0.038286,0.052638,-0.014352949,0.040486,0.067291,-0.026804508,0.042788,0.054858,-0.01206975,0.04632,0.043194,0.003126649,0.047532,0.044332,0.003199323,0.041609,0.033468,0.008140207
199106,-0.069557,-0.032989,-0.03656772,-0.05458,-0.063847,0.009266574,-0.054989,-0.086028,0.031038977,-0.042278,-0.052427,0.010149464,-0.04139,-0.058995,0.017604752,-0.025041,-0.040429,0.015388271,-0.047194,-0.055059,0.007865286,-0.054855,-0.042541,-0.012314418,-0.05206,-0.062361,0.010300686,-0.04341,-0.058961,0.015551165,-0.040826,-0.059076,0.018249406
199107,0.051431,0.080485,-0.029054324,0.021073,0.079582,-0.058508872,0.043381,0.076666,-0.033285195,0.054208,0.025699,0.028509033,0.067721,0.054098,0.013623172,0.053715,0.072514,-0.018798303,0.078568,0.019026,0.059542528,0.049029,0.052395,-0.003366095,0.056686,0.042914,0.013771271,0.073941,0.032573,0.04136775,0.041409,0.070677,-0.029267652
199108,0.032253,0.043735,-0.011482501,-0.000258,0.047969,-0.048226811,0.004891,0.035494,-0.030602932,0.030424,0.027885,0.002538599,0.039556,0.055009,-0.015453352,0.017914,0.046901,-0.028987841,0.057258,0.039397,0.017860752,0.05657,0.032096,0.024473752,0.019705,0.029692,-0.009987101,0.04544,0.009963,0.035477943,0.023367,0.02995,-0.006582844
199109,-0.013557,-0.018249,0.004691857,-0.023528,-0.014928,-0.008599796,0.007098,0.008291,-0.001193361,-0.003428,-0.019197,0.015769062,-0.013337,-0.009046,-0.004290992,-0.014464,-0.016353,0.001888416,0.008378,-0.03955,0.047927654,-0.005795,-0.019393,0.013598123,0.005091,0.003142,0.001948925,-0.008664,-0.012786,0.004121505,-0.01178,-0.015205,0.003424574
199110,0.026687,0.013567,0.013120013,0.058635,0.016952,0.041682694,0.050965,0.013098,0.037867464,0.049019,0.001611,0.047407624,0.037351,0.025091,0.012260161,0.020394,0.014265,0.006129763,0.037343,-0.014243,0.051585527,0.026511,0.004414,0.022097778,0.029581,0.05265,-0.023069081,0.037092,0.037406,-0.000314914,0.019126,0.022491,-0.003365689
199111,-0.041568,-0.010985,-0.03058255,-0.043289,-0.011514,-0.031774494,-0.045951,-0.033158,-0.012793636,-0.017199,-0.096433,0.079233964,-0.000751,-0.056865,0.056114218,-0.072452,-0.003029,-0.069422291,-0.055341,-0.061947,0.006605892,-0.05387,-0.028697,-0.025173161,-0.014492,-0.054128,0.03963589,-0.002089,-0.066284,0.064195392,-0.04298,-0.033468,-0.009511786
199112,0.074934,0.163158,-0.088223919,0.113094,0.14806,-0.03496608,0.101384,0.140915,-0.039530715,0.156996,0.070513,0.086482322,0.14859,0.119499,0.029090836,0.099303,0.138888,-0.039584207,0.179463,0.028962,0.15050078,0.119796,0.147172,-0.027376053,0.122595,0.108736,0.013859615,0.159767,0.076176,0.083591366,0.111718,0.132057,-0.020338742
199201,0.059637,-0.019292,0.078928609,0.059398,0.004643,0.054754905,0.000341,-0.009824,0.010165333,-0.037892,0.090531,-0.128422799,-0.026419,0.019074,-0.045492967,0.014687,0.000644,0.014043013,0.022115,0.021245,0.000870642,0.028624,-0.004626,0.033250202,-0.01185,0.048099,-0.059949318,-0.037624,0.018272,-0.055896401,-0.017306,0.01285,-0.030155127
199202,0.036108,0.002991,0.03311714,0.037217,0.004506,0.032710589,0.017549,-0.009888,0.027436709,0.006121,0.072102,-0.065980588,0.007854,0.037284,-0.029430173,0.012305,0.005171,0.007134193,0.006293,0.038473,-0.032179659,0.046294,0.00878,0.037513793,0.001897,0.017232,-0.015334631,0.006577,0.009115,-0.002538227,0.013346,-0.015841,0.029187058
199203,-0.048808,-0.047413,-0.001395039,-0.018017,-0.057514,0.039497288,-0.018852,-0.017964,-0.000887495,-0.036008,-0.052875,0.016866227,-0.042323,-0.015729,-0.026593402,0.023013,-0.05017,0.073182953,-0.041474,-0.049439,0.007964984,-0.020315,-0.037705,0.017389437,-0.042973,-0.046619,0.00364628,-0.0429,-0.045418,0.00251732,-0.020453,-0.053406,0.032953094
199204,-0.016213,-0.027363,0.011149399,-0.017232,-0.027244,0.010012193,0.029352,-0.014517,0.043869875,-0.013487,-0.00766,-0.005826981,-0.020486,0.013593,-0.034078909,0.025021,-0.021553,0.046574067,-0.024496,0.030103,-0.05459909,0.025341,-0.001221,0.026561637,-0.012445,-0.059258,0.046812496,-0.020868,0.021212,-0.042079957,0.031818,-0.038906,0.070723809
199205,0.006985,-0.000148,0.007132111,0.026665,0.015611,0.011054131,0.009427,0.00262,0.006806818,-0.005846,-0.015452,0.009606707,0.011739,0.02134,-0.009601737,0.007485,0.009968,-0.002483366,0.024306,0.021037,0.003268851,0.021709,0.005264,0.016444739,0.000964,-0.002055,0.003018975,0.012934,0.004245,0.008688948,0.011867,0.000901,0.010965119
199206,-0.058699,-0.042917,-0.015782498,-0.043111,-0.030257,-0.012853282,-0.008906,-0.022285,0.013379574,-0.037275,-0.025002,-0.012273541,-0.044686,0.005113,-0.049798963,-0.047482,-0.027471,-0.020010341,-0.039397,-0.051529,0.012131778,-0.002117,-0.020082,0.017964847,-0.04171,-0.063561,0.021850842,-0.041449,-0.043628,0.002178491,-0.023414,-0.016664,-0.006749842
199207,0.058726,0.041938,0.01678805,0.040948,0.039381,0.001567285,0.055242,0.044634,0.010607989,0.025787,0.015677,0.010110205,0.044136,0.022993,0.021142968,0.056639,0.048175,0.008463388,0.040791,0.035643,0.005148191,0.02118,0.041854,-0.020674059,0.055256,0.046329,0.008927643,0.052664,0.041018,0.011646026,0.038628,0.037863,0.000765459
199208,-0.023591,-0.026125,0.002534003,-0.031061,-0.020115,-0.01094604,-0.013179,-0.030517,0.017338151,-0.017518,-0.084176,0.066657595,-0.010041,-0.046125,0.036084347,-0.029235,-0.012344,-0.016890617,-0.045504,-0.022668,-0.022835586,-0.04167,-0.008299,-0.033371627,-0.029988,-0.051393,0.021405392,-0.010542,-0.040115,0.029572832,-0.010667,-0.029543,0.0188768
199209,0.032104,0.012391,0.019712918,0.01029,0.027409,-0.017118619,0.00644,0.020451,-0.014010468,0.028546,-0.001323,0.029869666,-0.007377,0.030953,-0.038330503,0.013567,0.021313,-0.007746008,0.041705,0.003233,0.03847196,0.019444,0.014816,0.004627604,-0.001561,0.029197,-0.030758174,-0.003346,-0.003092,-0.00025407,0.00636,0.021998,-0.015637466
199210,0.023089,0.043956,-0.020867494,-0.001337,0.045887,-0.047224229,0.002544,0.035175,-0.032631024,0.034279,0.004283,0.029996246,0.040136,0.025228,0.014908099,0.017704,0.041713,-0.024008482,0.053874,0.007156,0.046718326,0.026106,0.031155,-0.005049068,0.029464,0.001339,0.028124713,0.038669,0.009179,0.029490517,-0.005966,0.027874,-0.033839927
199211,0.043058,0.056911,-0.013853326,0.039443,0.072331,-0.032887669,0.026988,0.079235,-0.052247007,0.054816,0.08075,-0.025934487,0.039303,0.068495,-0.029192472,0.054307,0.058991,-0.004683512,0.083409,0.049335,0.034073603,0.072263,0.061287,0.010976293,0.046351,0.065584,-0.019232784,0.042877,0.058606,-0.015728501,0.02612,0.070063,-0.043943718
199212,0.031715,0.008586,0.023128502,0.027657,0.01361,0.014046822,0.02399,0.041535,-0.017545501,0.024034,0.01852,0.005513748,-0.005896,0.050095,-0.055991513,0.037516,0.005285,0.032231033,0.056345,-0.072205,0.128550661,0.041612,0.013019,0.028592446,-0.001022,0.021352,-0.022374022,-0.003389,-0.028892,0.025503222,0.005432,0.04161,-0.036177313
199301,0.045671,-0.00638,0.052051354,0.02606,0.008689,0.017370897,0.018909,0.027949,-0.009040328,0.022421,0.056443,-0.034022763,-0.027066,0.022322,-0.049387837,0.059597,-0.000472,0.060068193,0.062504,-0.018684,0.081188368,0.034683,0.010464,0.024219678,-0.024725,0.021774,-0.046499638,-0.018809,0.027185,-0.045994233,-0.006196,0.023446,-0.029642318
199302,-0.018364,-0.052625,0.034261349,0.019544,-0.042164,0.061707772,0.003,-0.002,0.005000104,-0.025656,0.001089,-0.0267448,-0.036748,0.018995,-0.055742945,0.012477,-0.033857,0.046333898,-0.007787,-0.021757,0.013969646,0.008176,-0.015264,0.023440237,-0.033009,-0.004497,-0.028511916,-0.038072,-0.009144,-0.028928002,-0.00422,0.000511,-0.004730581
199303,0.024305,0.020644,0.003661837,0.030544,0.018502,0.012041652,0.011036,0.0273,-0.016263678,0.02663,-0.000699,0.027328115,0.017191,0.048338,-0.031147445,0.032546,0.02122,0.011325983,0.045529,-0.003642,0.04917086,0.039362,0.011662,0.027700014,0.017339,0.042475,-0.025136332,0.016866,0.008093,0.008773194,0.015507,0.030183,-0.014675679
199304,-0.010428,-0.076304,0.065876301,-0.009375,-0.074697,0.065322003,-0.041951,-0.052056,0.010104299,-0.042288,0.008683,-0.050970712,-0.031848,-0.031624,-0.000223769,-0.00695,-0.071397,0.064446847,-0.033472,-0.03996,0.006487662,-0.040529,-0.076549,0.036020343,-0.030831,0.001186,-0.032017132,-0.053376,-0.013566,-0.039810125,-0.020276,-0.041532,0.021256379
199305,0.079567,0.047877,0.031690491,0.02931,0.058075,-0.028764675,0.026784,0.023807,0.002976912,0.048527,0.057965,-0.009438191,0.039517,0.01536,0.024156788,0.047475,0.05685,-0.009374897,0.083452,0.046478,0.036973526,0.006172,0.043598,-0.037426034,0.053689,0.038276,0.015413154,0.047623,0.058093,-0.010469962,0.030196,0.036862,-0.006665938
199306,0.017181,-0.019638,0.036819225,0.014813,-0.005776,0.020588661,0.008898,0.021592,-0.012693676,-0.008522,-0.011248,0.002726329,-0.018728,0.027004,-0.045731305,0.011653,-0.028387,0.040040416,0.030241,-0.033999,0.064239827,0.03715,-0.00138,0.03853038,-0.035832,-0.001619,-0.034213619,-0.019419,-0.024501,0.00508164,-0.00884,0.021611,-0.030451159
199307,-0.000382,-0.033563,0.033181286,0.036382,-0.02555,0.061932274,-0.009037,-0.005142,-0.003895014,-0.003435,-0.037185,0.033749469,-0.049064,0.025842,-0.074905264,0.018527,-0.025097,0.043623829,0.006645,-0.05629,0.062935088,0.015735,0.005206,0.010528722,-0.0443,0.000331,-0.04463073,-0.046838,-0.017514,-0.029324213,-0.017319,-0.006974,-0.010344649
199308,0.05195,0.048962,0.002987314,0.048956,0.041309,0.007647725,0.038436,0.039516,-0.001080844,0.058843,0.044002,0.014840957,0.031484,0.045904,-0.014419413,0.058619,0.043705,0.014914346,0.086676,0.035449,0.051227065,0.027013,0.033687,-0.006673921,0.040963,0.060069,-0.019106694,0.043336,0.058761,-0.01542485,0.043664,0.037091,0.006573034
199309,0.016749,-0.000907,0.017656132,0.010269,0.013153,-0.002883993,-0.000704,0.017217,-0.017921138,0.019892,-0.012994,0.032886046,0.003061,0.016113,-0.013051968,-0.003933,-0.000026,-0.003907257,0.048896,-0.034567,0.08346301,0.019116,-0.012929,0.032044489,0.001919,-0.009491,0.011409437,0.017065,-0.015389,0.032453926,-0.006844,0.024374,-0.031218003
199310,0.029189,0.038944,-0.009755556,0.017637,0.006205,0.01143172,0.034952,-0.002941,0.037893511,-0.000456,0.090894,-0.091349939,0.039323,-0.027582,0.066905144,0.023229,0.026717,-0.003487635,0.006955,0.082691,-0.075736082,-0.03324,0.027216,-0.060456637,0.01606,0.056241,-0.040180992,0.017866,0.072096,-0.0542291,0.024273,-0.008608,0.032880502
199311,-0.008456,-0.004941,-0.003514447,-0.025358,0.002842,-0.028200295,-0.013914,-0.042555,0.028641315,-0.014768,0.010845,-0.02561316,0.002691,-0.036341,0.039031794,-0.018452,0.003732,-0.022183946,-0.047826,0.046435,-0.094261114,-0.02881,0.001142,-0.029952338,0.008712,-0.032606,0.041318117,-0.000315,-0.015031,0.014715979,-0.001087,-0.026889,0.025802389
199312,0.022537,0.029911,-0.007373877,0.013143,0.006269,0.00687366,0.017309,0.036703,-0.019394233,0.01893,0.017024,0.001906651,0.019317,0.020694,-0.00137682,0.019255,-0.001123,0.020378616,0.031222,0.004857,0.02636496,0.027866,0.018091,0.009775357,0.019644,0.031701,-0.012056985,0.023026,0.007531,0.015494145,0.026687,0.039414,-0.01272712
199401,0.040917,0.041858,-0.000941115,0.039384,0.033568,0.005816401,0.018825,0.041015,-0.022189828,0.01998,0.027993,-0.008013122,0.000189,0.037363,-0.037174348,0.030136,0.029311,0.000825176,0.049108,0.064546,-0.015437819,0.031913,0.034482,-0.002569179,0.032511,0.057482,-0.024970456,0.013347,0.050288,-0.036940438,0.01804,0.024897,-0.006857306
199402,-0.004002,0.003179,-0.00718081,-0.027869,0.006004,-0.033872904,-0.038909,-0.017405,-0.021503575,0.001041,-0.039529,0.040570162,-0.010039,-0.048469,0.038430192,-0.034727,0.012465,-0.047192244,-0.01155,-0.011023,-0.000526854,-0.026705,-0.00855,-0.018154618,-0.007384,-0.016951,0.00956732,-0.006148,-0.057192,0.051044343,-0.028106,-0.016011,-0.012094704
199403,-0.021435,-0.069805,0.048370484,-0.042778,-0.05614,0.013362188,-0.03789,-0.051866,0.013975838,-0.037349,-0.050181,0.012831448,-0.042399,-0.039276,-0.003122653,-0.030593,-0.063529,0.032936729,-0.0547,-0.051914,-0.002786501,-0.026927,-0.060898,0.03397111,-0.042878,-0.060727,0.017848167,-0.054316,-0.061982,0.007665637,-0.036683,-0.048395,0.01171166
199404,-0.006069,-0.010612,0.004543298,0.016963,0,0.016963648,0.023272,0.005264,0.018007345,0.005216,-0.013988,0.019204354,0.016312,0.023489,-0.007177991,0.023842,-0.007085,0.030926913,0.003843,-0.012725,0.016567327,0.027741,-0.014918,0.042659631,-0.004202,-0.015588,0.011386356,-0.000183,0.006646,-0.006829378,0.013721,0.009719,0.004002153
199405,0.020843,-0.019744,0.040587747,0.0315,0.007227,0.024272587,-0.004242,-0.005959,0.00171724,0.020367,0.020057,0.000310281,0.007178,0.043641,-0.036462324,0.038209,-0.020844,0.059053328,-0.021495,0.012256,-0.033751497,0.038678,-0.008527,0.047205108,0.00558,0.016585,-0.011005072,0.005815,0.012771,-0.006956551,0.013602,-0.006604,0.020206294
199406,-0.031915,-0.055488,0.023573074,-0.031184,-0.056214,0.025029636,-0.014936,-0.042022,0.027086151,-0.038958,-0.031917,-0.007040647,-0.029151,-0.027868,-0.001283043,-0.03087,-0.050816,0.019946645,-0.061951,-0.033338,-0.028613094,-0.025503,-0.033096,0.007592716,-0.039901,-0.037374,-0.00252681,-0.036959,-0.036575,-0.000383609,-0.02418,-0.038707,0.014526986
199407,0.016987,0.016623,0.000363866,0.03499,0.019865,0.015124804,0.031762,0.02493,0.006831706,0.012717,0.035097,-0.022379822,0.02257,0.019032,0.003537827,0.04209,0.021498,0.020592543,0.025113,0.036859,-0.011746217,0.019206,0.034358,-0.015151331,0.021274,0.040444,-0.019170015,0.017417,0.021612,-0.00419474,0.033434,0.025003,0.008431012
199408,0.049887,0.096947,-0.047060749,0.062938,0.088625,-0.025686811,0.055501,0.052635,0.00286566,0.074494,0.05884,0.015654319,0.077225,0.029058,0.048167257,0.0626,0.053732,0.008868008,0.08599,0.054255,0.031734738,0.04158,0.040696,0.000884017,0.085068,0.075335,0.009732696,0.087177,0.041336,0.045841249,0.055591,0.059148,-0.003557422
199409,-0.008826,-0.012253,0.003426931,0.001079,-0.01737,0.018448699,-0.010281,-0.027218,0.016937329,-0.004777,-0.006909,0.002131742,0.004159,-0.047032,0.05119096,0.006955,-0.02864,0.035594826,0.007442,-0.018706,0.026147892,-0.033127,-0.021182,-0.011944743,-0.009108,-0.00219,-0.006917915,0.004139,-0.011887,0.016025666,-0.014493,-0.033222,0.018729201
199410,0.007699,0.037279,-0.029580118,-0.001305,0.015984,-0.017289634,0.013995,-0.002965,0.016959746,0.029681,-0.007093,0.036774448,0.04043,0.002395,0.038035223,0.015786,0.001706,0.014080369,0.028996,-0.004648,0.033644639,0.007534,0.004977,0.002557244,0.034628,-0.001633,0.036261478,0.038586,0.016349,0.022237035,0.020891,0.006519,0.014371869
199411,-0.055941,-0.030483,-0.025458074,-0.043667,-0.029318,-0.014349162,-0.029947,-0.056772,0.026825669,-0.011295,-0.051496,0.040201082,-0.004368,-0.044534,0.040166342,-0.044668,-0.039948,-0.004719857,-0.05281,-0.028243,-0.024567143,-0.055098,-0.036072,-0.019026295,-0.01058,-0.046318,0.035738249,-0.010768,-0.039886,0.029118089,-0.023669,-0.052295,0.028625996
199412,0.01245,0.003579,0.008871552,0.019016,0.002201,0.016815594,0.015987,-0.003596,0.01958325,0.018819,0.010574,0.008245129,0.009899,0.012028,-0.002128441,0.011187,-0.019928,0.031114563,0.0171,-0.00213,0.019230511,0.00168,0.01375,-0.012069749,0.015101,0.007987,0.007113072,0.016685,-0.014542,0.031227414,0.017687,-0.002267,0.019954014
199501,-0.002083,-0.023839,0.021756026,0.015724,0.019187,-0.003463667,0.033374,0.02139,0.011983755,0.018587,0.021286,-0.002699411,0.017377,0.048193,-0.030815657,-0.00086,0.024533,-0.025393642,-0.018952,0.018206,-0.037157549,0.038691,0.019566,0.019124894,0.012014,-0.009403,0.021417274,0.015039,0.002859,0.012180004,0.031598,0.00946,0.022137463
199502,0.044154,0.039246,0.004907766,0.048688,0.047798,0.000890116,0.029492,0.041814,-0.012321693,0.035349,0.054038,-0.018689038,0.030928,0.053199,-0.022271183,0.04471,0.039219,0.005490384,0.043851,0.038779,0.005072537,0.059948,0.043936,0.016011268,0.052325,0.046035,0.006289605,0.045369,0.04952,-0.004150457,0.038466,0.039875,-0.00140881
199503,0.047003,0.027954,0.019049223,0.039032,0.045487,-0.006455584,0.017005,0.019072,-0.00206716,0.036214,0.017095,0.019119506,0.033887,0.009745,0.024142189,0.049868,0.043051,0.006816819,0.039744,0.016991,0.022752273,0.016973,0.02656,-0.009587075,0.045864,0.023811,0.022052865,0.038031,0.03757,0.000460833,0.028391,0.015184,0.013207031
199504,0.031917,0.016213,0.015704131,0.047309,0.03415,0.013158683,0.030471,-0.001098,0.031569298,0.039287,0.037563,0.001724162,0.030968,0.031645,-0.000676489,0.041846,0.017754,0.024091422,0.046884,0.021075,0.025809013,0.017379,0.010215,0.007163672,0.038189,0.00409,0.034099307,0.024923,0.023875,0.001047274,0.031442,0.031998,-0.000555994
199505,0.019316,0.027836,-0.008519797,0.022738,0.018904,0.003833714,0.051578,0.009805,0.041773225,0.030586,0.021602,0.008983593,0.036864,0.054389,-0.017524554,0.026136,0.015078,0.011058388,0.026622,0.024716,0.001905913,0.057678,0.025279,0.032398998,0.037493,0.012983,0.024510632,0.034798,0.030936,0.003861909,0.043908,0.013916,0.029992063
199506,0.051739,0.068208,-0.016469763,0.008059,0.07464,-0.066580537,0.009199,0.056682,-0.047482881,0.069066,0.059725,0.009340522,0.051729,0.020563,0.031166464,0.023106,0.076755,-0.053648803,0.072471,0.057063,0.015407711,0.025303,0.04916,-0.02385668,0.070355,0.053719,0.016635914,0.072026,0.070981,0.001045759,0.021951,0.052867,-0.030915648
199507,0.063207,0.080444,-0.01723719,0.03944,0.073598,-0.034157999,0.027349,0.059727,-0.032378563,0.066515,0.05615,0.010364641,0.040484,0.044213,-0.003728459,0.048077,0.069378,-0.021301804,0.065162,0.056831,0.00833139,0.043745,0.04839,-0.004645661,0.05285,0.050248,0.002601991,0.055333,0.059406,-0.004073153,0.028233,0.064992,-0.036759245
199508,0.009418,0.001618,0.007799732,0.020436,0.01283,0.007606855,0.019609,0.028252,-0.008643105,0.009479,0.029003,-0.01952435,0.005039,0.055996,-0.050956466,-0.000159,-0.014559,0.014400532,0.007081,-0.005837,0.01291799,0.051934,0.003076,0.048858221,0.001387,0.015585,-0.014197676,0.002647,0.011558,-0.008910112,0.003313,0.013187,-0.009873613
199509,0.034788,0.016773,0.018015945,0.041189,0.036622,0.004567681,0.059966,0.054399,0.005567103,0.043661,0.023636,0.020025254,0.055429,0.050539,0.004890086,0.005575,0.018698,-0.013122825,0.032648,-0.003013,0.035661486,0.049753,0.03426,0.015492367,0.025877,0.004762,0.021115143,0.045978,0.0104,0.03557863,0.049459,0.020497,0.028962428
199510,-0.018624,-0.036697,0.018073191,-0.011207,-0.006364,-0.004842939,-0.002017,-0.029203,0.027186156,0.023214,-0.067979,0.091192693,0.017754,-0.028933,0.046686663,-0.013951,-0.063906,0.049954841,-0.002692,-0.083852,0.081160363,-0.013236,-0.018885,0.005649193,0.006372,-0.052211,0.058583633,0.015562,-0.054082,0.069643439,0.003394,-0.027792,0.031186021
199511,0.016917,0.03083,-0.013913759,0.051034,0.029121,0.021913047,0.038504,0.037853,0.000651022,0.017557,0.038638,-0.021081671,0.024787,0.062251,-0.037463392,0.049629,0.034255,0.015373702,0.012562,0.072608,-0.060046241,0.06753,0.05921,0.008319205,0.015041,0.041533,-0.026492708,0.01831,0.058314,-0.040003513,0.052418,0.048493,0.003925072
199512,0.030024,-0.031354,0.061378001,0.052037,-0.017416,0.069453353,0.032198,-0.003089,0.035287041,0.013313,0.016292,-0.002978824,0.001543,0.018529,-0.016986041,0.012088,-0.020177,0.032264673,-0.015232,-0.010028,-0.005204085,0.004922,0.031184,-0.026261941,-0.00772,0.038285,-0.046005393,-0.006629,0.001551,-0.008180254,0.020418,0.003568,0.016850062
